Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Alex Lenferna,@AlexLenferna,,,1,,,https://x.com/AlexLenferna/status/975597653047128064,https://x.com/AlexLenferna,"The National Energy Guarantee (NEG), Australia's federal policy supposedly meant to increase clean energy ""would provide no incentive for any new investment in renewable energy"", according to new analysis. 
Shame on the Australian gov't. 
Just shame. 
http://reneweconomy.com.au/new-analysis-shows-neg-is-worse-than-doing-nothing-34458/?utm_source=RE+Daily+Newsletter&utm_campaign=30e64efcf7-EMAIL_CAMPAIGN_2018_03_19&utm_medium=email&utm_term=0_46a1943223-30e64efcf7-40315777…","Mar 19, 2018",2018-03-19T04:59:40.000Z
Fitch Ratings,@FitchRatings,"https://pbs.twimg.com/media/F249VxfWYAA0HLZ?format=jpg&name=small, https://pbs.twimg.com/media/F249VxfWYAA0HLZ?format=jpg&name=small",,1,,1.2K,https://x.com/FitchRatings/status/1688354356104433664,https://x.com/FitchRatings,"A favourable regulatory framework, government incentive schemes and price signals in the wholesale electricity markets should support grid-scale renewable energy projects in Australia.

Learn more: https://ow.ly/zFkG50PqAjz

#AsiaPacific #Australia #renewableenergy","Aug 7, 2023",2023-08-07T01:00:21.000Z
marcelina,@Thorium_232,,1,2,,,https://x.com/Thorium_232/status/1032203833995223040,https://x.com/Thorium_232,"When actually you get serious about #Climate Action and RELIABLE Affordable ULTRA Low CO2 electricity 24/7, You have tp get serious about #Nuclear Energy from #Thorium and #Uranium in Australia https://youtube.com/watch?v=v1f4BKsFrCA… Say NO to #Renewable Subsidy Farming","Aug 22, 2018",2018-08-22T09:52:26.000Z
Solar Citizens,@solarcitizens,,30,18,4,,https://x.com/solarcitizens/status/1028853248218689536,https://x.com/solarcitizens,"The NEG’s measly #renewable target doesn’t provide any incentive for new generation to enter the market and boost competition. 

So who wins under the #NEG? Australia’s big three energy companies of course. #auspol 
https://smh.com.au/politics/federal/consumers-aren-t-the-big-winners-out-of-national-energy-guarantee-20180811-p4zwyv.html?csp=8cb7a4da8b4b5292fbd6e724fad4aa75…","Aug 13, 2018",2018-08-13T03:58:24.000Z
Andrew Darroch,@AndrewDarroch1,,,,,,https://x.com/AndrewDarroch1/status/1449530554282438656,https://x.com/AndrewDarroch1,"""Tristan Edis of Green Energy Markets says one idea would be to add a subsidy for household batteries to the Small-scale Renewable Energy Scheme that subsidises rooftop solar. ....  If that happened, it would cut Australia’s overall emissions a lot."" @Bowenchris","Oct 17, 2021",2021-10-17T00:19:49.000Z
Climatehope,@Climatehope2,,1,2,,,https://x.com/Climatehope2/status/1420697906626154497,https://x.com/Climatehope2,"""China's coal-fired power companies struggle amid high prices, Australia ban."" A good incentive to transition onto renewable energy. https://reut.rs/3xdkzMS","Jul 29, 2021",2021-07-29T10:49:10.000Z
Senator Matt Canavan,@mattjcan,,198,658,68,7.7K,https://x.com/mattjcan/status/1823913606943272977,https://x.com/mattjcan,"If renewable energy is so cheap why does one of the biggest companies in Australia - Rio Tinto - need the rest of us to subsidise it for high energy costs when it transitions to said ""cheap"" renewable energy?!???!

And why doesn't the public get to see the amount of the subsidy!",Aug 15,2024-08-15T02:44:25.000Z
Meralli Solar,@MeralliSolar,,1,3,,,https://x.com/MeralliSolar/status/1592005906232799232,https://x.com/MeralliSolar,"Last week in renewables: Australia joining pledge to decarbonise shipping industry, Origin Energy target of 18.4 billion dollar takeover bid + SA solar power regulation changes https://meralliprojects.com.au/weeklywrapup14112022…
#solarnews #solarindustry #solarpv #energynews","Nov 14, 2022",2022-11-14T04:06:00.000Z
Ministry of New and Renewable Energy (MNRE),@mnreindia,"https://pbs.twimg.com/media/GXvCgm4XsAApNxD?format=jpg&name=small, https://pbs.twimg.com/media/GXvCgm4XsAApNxD?format=jpg&name=small",,,,417,https://x.com/mnreindia/status/1836275247852453893,https://x.com/mnreindia,"Solar rooftop uptake has been successful in Australia because of various federal schemes in the country. Providing design and incentives for uptake can boost solarisation in the Indian context.  ~ Rajat Sarawat, Executive Director, Energy Markets, Economic Regulation Authority",Sep 18,2024-09-18T05:25:10.000Z
All Energy Australia,@AllEnergyAU,"https://pbs.twimg.com/media/FBoyQXoX0AYVv3S?format=jpg&name=small, https://pbs.twimg.com/media/FBoyQXoX0AYVv3S?format=jpg&name=small",,,,,https://x.com/AllEnergyAU/status/1448525491443544065,https://x.com/AllEnergyAU,"To support the growth of rooftop solar, industry needs to unite to address challenges & opportunities that go beyond regulation & reform. 

This free-to-attend session will examine the role of distributed energy resources + more

Register now for free at: https://buff.ly/3mLnrxz","Oct 14, 2021",2021-10-14T05:46:04.000Z
Charles Penny,@CharlesB_Penny,,,,,,https://x.com/CharlesB_Penny/status/1508920432556232718,https://x.com/CharlesB_Penny,Australia has significant potential to become a top #wind and #solar energy supplier for the #APAC region. Governing bodies must address policy and #regulation adjustments for #sustainable investment and project development to kick in!,"Mar 30, 2022",2022-03-29T21:34:00.000Z
Solar Battery Storage News Australia,@SolarStorageAu,"https://pbs.twimg.com/media/GOzQK7tXgAAD0eR?format=jpg&name=small, https://pbs.twimg.com/media/GOzQK7tXgAAD0eR?format=jpg&name=small",,,,18,https://x.com/SolarStorageAu/status/1796039240335098193,https://x.com/SolarStorageAu,"China’s power market regulation update accomodates energy storage,... https://energy-storage.news/chinas-power-market-regulation-update-accomodates-energy-storage-revises-trading-rules/?utm_source=SPS&utm_medium=TwitterStorage… #BatteryStorage #SolarSolutions",May 30,2024-05-30T04:41:38.000Z
Brendan Fernandez,@TheAusRecruiter,"https://pbs.twimg.com/media/FV5897VXoAQBrrg?format=jpg&name=small, https://pbs.twimg.com/media/FV5897VXoAQBrrg?format=jpg&name=small",2,,1,,https://x.com/TheAusRecruiter/status/1539805529207410696,https://x.com/TheAusRecruiter,"Power crisis will lead to more solar and regulation.

#energytransition #australia #energy #renewableenergy #TheAusRecruiter https://tinyurl.com/2qlsghsm","Jun 23, 2022",2022-06-23T03:00:21.000Z
Luv Solar,@luv_solar,,,,,,https://x.com/luv_solar/status/1539191470791483394,https://x.com/luv_solar,Column: Australia's power crisis will lead to more solar and regulation: Russell | Reuters https://reut.rs/3QzL1va,"Jun 21, 2022",2022-06-21T10:20:18.000Z
Clyde Russell,@ClydeCommods,"https://pbs.twimg.com/media/FVwEUZSaUAAWN5i?format=jpg&name=small, https://pbs.twimg.com/media/FVwEUZSaUAAWN5i?format=jpg&name=small",,3,,,https://x.com/ClydeCommods/status/1539111020761071616,https://x.com/ClydeCommods,"Australia’s #electricity crisis will see rocketing bills for consumers, meaning they will switch to their own #solar, while the new government may boost regulation to ensure domestic supply of #natgas and #coal is favoured over exports.#ausbiz #LNG #energy https://reuters.com/business/energy/australias-power-crisis-will-lead-more-solar-regulation-russell-2022-06-21/…","Jun 21, 2022",2022-06-21T05:00:37.000Z
civilengineer,@civilengineer,,1,2,,,https://x.com/civilengineer/status/1377065667694764033,https://x.com/civilengineer,"Negative FiT's?

AEMC proposals for prosumers.
""...allow networks to develop new tariff options, including two-way pricing to reward solar and battery owners for sending power to the grid when its needed and charge for sending power when it’s too busy.""
https://smart-energy.com/industry-sectors/policy-regulation/australia-eyes-more-grid-connected-home-solar-and-storage/…","Mar 31, 2021",2021-03-31T01:10:14.000Z
Peter Kemp  Перемога України Victory 4 Ukraine,@peterkemplawyer,,1,3,,69,https://x.com/peterkemplawyer/status/1787237570906365955,https://x.com/peterkemplawyer,"“Consumer energy resources [rooftop solar]are Australia’s secret weapon in transition.”
Contrast  with Peter Dutton's nuclear promotion being the secret weapon to keep FF generation going.",May 6,2024-05-05T21:46:56.000Z
Generac Grid Services,@GeneracGS,,,1,,,https://x.com/GeneracGS/status/1376849989817671683,https://x.com/GeneracGS,Australia eyes more grid connected home solar and storage https://smart-energy.com/industry-sectors/policy-regulation/australia-eyes-more-grid-connected-home-solar-and-storage/…,"Mar 30, 2021",2021-03-30T10:53:12.000Z
IEEFA Asia Pacific,@IEEFA_AsiaPac,,3,2,,,https://x.com/IEEFA_AsiaPac/status/1504679414570766342,https://x.com/IEEFA_AsiaPac,"The regulation of distributed energy resources – which includes rooftop solar, battery storage, demand management and electric vehicles – is a hot mess in Australia. There is no cop on the beat.

via @SmartEnergyCncl 
https://reneweconomy.com.au/der-market-rule-maker-breaches-faith-with-households-business-and-industry/…","Mar 18, 2022",2022-03-18T04:41:42.000Z
@openforum_au,@openforum_au,,,,,18,https://x.com/openforum_au/status/1651381971292147715,https://x.com/openforum_au,"Backed the right legislation, more rooftop solar and battery storage can lower electricity costs for Australian consumers while distribution network costs, the largest component of household bills, can be cut by reforms to revenue regulation. #Australia

https://openforum.com.au/forums/distributed-energy-resources-can-cut-home-energy-bills/…","Apr 27, 2023",2023-04-27T00:25:17.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/EvIWJqPUYAEmBtu?format=jpg&name=small, https://pbs.twimg.com/media/EvIWJqPUYAEmBtu?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1365177994243833856,https://x.com/MirageNewsCom,"Solar panel installers on notice in ... 
https://miragenews.com/solar-panel-installers-on-notice-in-safety-520360/…
#Anderson #Australia #Business #CleanEnergy #Council #Energy #Environment #FederalGovernment #Government #HealthAndSafety #Industry #Licence #Minister #NewSouthWales #NSW #Planning #Regulation #SmallBusiness","Feb 26, 2021",2021-02-26T05:52:52.000Z
Mirage News,@MirageNewsCom,"https://pbs.twimg.com/media/EoQ_d2DXEAMH0hY?format=jpg&name=small, https://pbs.twimg.com/media/EoQ_d2DXEAMH0hY?format=jpg&name=small",,,,,https://x.com/MirageNewsCom/status/1334261173760430083,https://x.com/MirageNewsCom,"Review announced into how #Electricity smart meters can deliver more customer benefits 
https://miragenews.com/review-announced-into-how-electricity-smart-meters-can-deliver-more-customer-benefits/…
#Australia #Australian #Battery #Commission #Electric #ElectricVehicle #Energy #Future #Innovation #Market #Regulation #Resources #Security #Solar #Technology","Dec 3, 2020",2020-12-02T22:20:27.000Z
Timjbo,@Tim_jbo,https://pbs.twimg.com/ext_tw_video_thumb/1838539207398281216/pu/img/XoJ0VKRfA3clUyvQ.jpg,,8,,202,https://x.com/Tim_jbo/status/1838550635316424905,https://x.com/Tim_jbo,"Government's renewable energy investment a disaster and the numbers prove it.

Australia is a good example: wherever wind & solar have been put in you see that the cost of electricity has been rising since 2021, and it's still going' Steve Goreham #CSCA watch#ClimateScam",Sep 24,2024-09-24T12:06:44.000Z
Renewables4U,@Renewables_4U,"https://pbs.twimg.com/media/GJz1JSzaQAA6Yi7?format=jpg&name=small, https://pbs.twimg.com/media/GJz1JSzaQAA6Yi7?format=jpg&name=small",60,85,4,3.3K,https://x.com/Renewables_4U/status/1773563157577076747,https://x.com/Renewables_4U,"Exciting news! Announcing the Solar SunShot Programme! 

Australian PM Anthony Albanese unveils an AUD $1 billion initiative to boost local solar panel production. With abundant resources and innovation, Australia aims to lead in the global energy transition. Let's harness",Mar 29,2024-03-29T04:09:42.000Z
Australian Manufacturing,@AustralianM,,,3,,128,https://x.com/AustralianM/status/1830403055176593705,https://x.com/AustralianM,The Australian Renewable Energy Agency @arenagovau has kicked off the first phase of its $1B Solar Sunshot program. This initiative is set to drive innovation in Australia’s solar PV manufacturing industry. #SolarEnergy #Innovation #ARENA,Sep 2,2024-09-02T00:31:10.000Z
SmartEnergyCouncil,@SmartEnergyCncl,https://pbs.twimg.com/ext_tw_video_thumb/1773100080796696576/pu/img/pemg9S55MjJNRWPX.jpg,45,101,36,8.7K,https://x.com/SmartEnergyCncl/status/1773100574210244754,https://x.com/SmartEnergyCncl,"Today  is the brightest day for Australian solar manufacturing. The past three waves of solar technology were all invented in Australia. Finally, we will capture some of that value of Australian innovation for the Australian people. #solar #innovation",Mar 28,2024-03-27T21:31:34.000Z
Opera Solar Energy,@OperaSolar,"https://pbs.twimg.com/media/GSfVy3wWwAAsIoL?format=jpg&name=small, https://pbs.twimg.com/media/GSfVy3wWwAAsIoL?format=jpg&name=small",,,,17,https://x.com/OperaSolar/status/1812652458008559926,https://x.com/OperaSolar,"Experience the future of energy with Opera Solar's safe and efficient solar roof installations in Australia. Harness the sun's power with cutting-edge technology, ensuring your home is eco-friendly and cost-effective.",Jul 15,2024-07-15T00:56:38.000Z
SAJ,@SAJ_solar,"https://pbs.twimg.com/media/F8nxO7ca0AAFdpO?format=jpg&name=small, https://pbs.twimg.com/media/F8nxO7ca0AAFdpO?format=jpg&name=small",1,1,,70,https://x.com/SAJ_solar/status/1714166483876757821,https://x.com/SAJ_solar,"Visit our BOOTH I131 at ALL-ENERGY Australia 2023 to explore our groundbreaking C & I Smart Energy Storage Solutions.
Discover how our innovative solutions can optimize energy utilization and drive cost savings for your business. 
See you there!
#SAJ #solar #allenergy2023","Oct 17, 2023",2023-10-17T06:28:32.000Z
Don Wilson,@gorgeousdunny1,,9,14,4,369,https://x.com/gorgeousdunny1/status/1642628316564971520,https://x.com/gorgeousdunny1,"Solar panels a lifesaver for public housing tenants grappling with Australia’s soaring energy costs https://theguardian.com/environment/2023/apr/03/solar-panels-could-be-a-lifesaver-for-public-housing-tenants-grappling-with-australias-soaring-energy-costs…?
Not a huge cost in public housing. Savings in hospitalisation & care'd offset. Needs more spending in public housing. Howard's Negative Gearing failed.","Apr 3, 2023",2023-04-02T20:41:23.000Z
Financial Chronicle,@ChronicleLK,"https://pbs.twimg.com/media/GBwzFDAbIAAme4N?format=jpg&name=small, https://pbs.twimg.com/media/GBwzFDAbIAAme4N?format=jpg&name=small",,,,170,https://x.com/ChronicleLK/status/1737319719987024085,https://x.com/ChronicleLK,Sri Lanka BESS solar plant with Australia backing may cost Rs48-49 a unit: ECONOMYNEXT – An Australia backed solar plant with a battery energy storage system which can be dispatched at nigh peak may cost around 48 to 49… http://dlvr.it/T0Ml4d #FinancialChronicle #Srilanka #LK,"Dec 20, 2023",2023-12-20T03:51:13.000Z
Malcolm Roberts,@MRobertsQLD,https://pbs.twimg.com/amplify_video_thumb/1721005956811874304/img/uPn5R3Ju5HJS13Hr.jpg,1K,2.7K,283,120K,https://x.com/MRobertsQLD/status/1721007223021965589,https://x.com/MRobertsQLD,"Politicians keep telling Australia that ""wind and solar are the cheapest form of energy"" while they force #NetZero down our throats. As proof, they point to a CSIRO document called GenCost, which supposedly estimates the cost of different types of electricity. Yet, it doesn't","Nov 5, 2023",2023-11-05T03:31:11.000Z
Rasha kamel,@rashakmahmoud,,,13,,82,https://x.com/rashakmahmoud/status/1786461946151137324,https://x.com/rashakmahmoud,"""A model charts the most cost-efficient path to a fully renewable electricity grid for Australia. Scientists  modeled possible scenarios for Australia’s eastern and western grids, using solar and wind generation, short-to-long-term energy storage"".",May 4,2024-05-03T18:24:53.000Z
